0;0;72340172838076926
0;16;72340172838076674
0;32;72340172838076678
0;48;72340172838076674
0;64;72340172838076686
0;80;72340172838076674
0;96;72340172838076678
0;112;72340172838076674
0;128;72340172838076702
0;144;72340172838076674
0;160;72340172838076678
0;176;72340172838076674
0;192;72340172838076686
0;208;72340172838076674
0;224;72340172838076678
0;240;72340172838076674
0;256;72340172838076734
0;272;72340172838076674
0;288;72340172838076678
0;304;72340172838076674
0;320;72340172838076686
0;336;72340172838076674
0;352;72340172838076678
0;368;72340172838076674
0;384;72340172838076702
0;400;72340172838076674
0;416;72340172838076678
0;432;72340172838076674
0;448;72340172838076686
0;464;72340172838076674
0;480;72340172838076678
0;496;72340172838076674
0;512;72340172838076798
0;528;72340172838076674
0;544;72340172838076678
0;560;72340172838076674
0;576;72340172838076686
0;592;72340172838076674
0;608;72340172838076678
0;624;72340172838076674
0;640;72340172838076702
0;656;72340172838076674
0;672;72340172838076678
0;688;72340172838076674
0;704;72340172838076686
0;720;72340172838076674
0;736;72340172838076678
0;752;72340172838076674
0;768;72340172838076734
0;784;72340172838076674
0;800;72340172838076678
0;816;72340172838076674
0;832;72340172838076686
0;848;72340172838076674
0;864;72340172838076678
0;880;72340172838076674
0;896;72340172838076702
0;912;72340172838076674
0;928;72340172838076678
0;944;72340172838076674
0;960;72340172838076686
0;976;72340172838076674
0;992;72340172838076678
0;1008;72340172838076674
0;2048;510
0;2064;258
0;2080;262
0;2096;258
0;2112;270
0;2128;258
0;2144;262
0;2160;258
0;2176;286
0;2192;258
0;2208;262
0;2224;258
0;2240;270
0;2256;258
0;2272;262
0;2288;258
0;2304;318
0;2320;258
0;2336;262
0;2352;258
0;2368;270
0;2384;258
0;2400;262
0;2416;258
0;2432;286
0;2448;258
0;2464;262
0;2480;258
0;2496;270
0;2512;258
0;2528;262
0;2544;258
0;2560;382
0;2576;258
0;2592;262
0;2608;258
0;2624;270
0;2640;258
0;2656;262
0;2672;258
0;2688;286
0;2704;258
0;2720;262
0;2736;258
0;2752;270
0;2768;258
0;2784;262
0;2800;258
0;2816;318
0;2832;258
0;2848;262
0;2864;258
0;2880;270
0;2896;258
0;2912;262
0;2928;258
0;2944;286
0;2960;258
0;2976;262
0;2992;258
0;3008;270
0;3024;258
0;3040;262
0;3056;258
0;4;66046
0;20;65794
0;36;65798
0;52;65794
0;68;65806
0;84;65794
0;100;65798
0;116;65794
0;132;65822
0;148;65794
0;164;65798
0;180;65794
0;196;65806
0;212;65794
0;228;65798
0;244;65794
0;260;65854
0;276;65794
0;292;65798
0;308;65794
0;324;65806
0;340;65794
0;356;65798
0;372;65794
0;388;65822
0;404;65794
0;420;65798
0;436;65794
0;452;65806
0;468;65794
0;484;65798
0;500;65794
0;516;65918
0;532;65794
0;548;65798
0;564;65794
0;580;65806
0;596;65794
0;612;65798
0;628;65794
0;644;65822
0;660;65794
0;676;65798
0;692;65794
0;708;65806
0;724;65794
0;740;65798
0;756;65794
0;772;65854
0;788;65794
0;804;65798
0;820;65794
0;836;65806
0;852;65794
0;868;65798
0;884;65794
0;900;65822
0;916;65794
0;932;65798
0;948;65794
0;964;65806
0;980;65794
0;996;65798
0;1012;65794
0;2052;510
0;2068;258
0;2084;262
0;2100;258
0;2116;270
0;2132;258
0;2148;262
0;2164;258
0;2180;286
0;2196;258
0;2212;262
0;2228;258
0;2244;270
0;2260;258
0;2276;262
0;2292;258
0;2308;318
0;2324;258
0;2340;262
0;2356;258
0;2372;270
0;2388;258
0;2404;262
